day,month,year,location,total_cases,total_vaccinations,new_cases
03,07,2021,Niue,0.0,0.0,0.0
03,07,2021,Papua New Guinea,17098.0,0.0,0.0
03,07,2021,Pitcairn,0.0,0.0,0.0
03,07,2021,Samoa,3.0,0.0,0.0
03,07,2021,Solomon Islands,20.0,0.0,0.0
03,07,2021,Tokelau,0.0,0.0,0.0
03,07,2021,Tonga,0.0,0.0,0.0
03,07,2021,Tuvalu,0.0,0.0,0.0
03,07,2021,Vanuatu,4.0,0.0,0.0
03,07,2021,Wallis and Futuna,0.0,0.0,0.0
03,08,2020,Australia,18730.0,0.0,412.0
03,08,2020,Fiji,27.0,0.0,0.0
03,08,2020,New Zealand,1567.0,0.0,0.0
03,08,2020,Papua New Guinea,111.0,0.0,1.0
03,08,2021,Australia,35089.0,12808398.0,253.0
03,08,2021,Cook Islands,0.0,0.0,0.0
03,08,2021,Fiji,32733.0,0.0,1220.0
03,08,2021,French Polynesia,0.0,0.0,0.0
03,08,2021,Kiribati,2.0,0.0,0.0
03,08,2021,Marshall Islands,4.0,0.0,0.0
03,08,2021,Micronesia (country),1.0,0.0,0.0
03,08,2021,Nauru,0.0,0.0,0.0
03,08,2021,New Caledonia,0.0,0.0,0.0
03,08,2021,New Zealand,2880.0,2024122.0,2.0
03,08,2021,Papua New Guinea,17774.0,0.0,0.0
03,08,2021,Pitcairn,0.0,0.0,0.0
03,08,2021,Samoa,3.0,0.0,0.0
03,08,2021,Solomon Islands,20.0,0.0,0.0
03,08,2021,Tokelau,0.0,0.0,0.0
03,08,2021,Tonga,0.0,0.0,0.0
03,08,2021,Tuvalu,0.0,0.0,0.0
03,08,2021,Vanuatu,4.0,0.0,0.0
03,08,2021,Wallis and Futuna,0.0,0.0,0.0
03,09,2020,Australia,26136.0,0.0,87.0
03,09,2020,Fiji,29.0,0.0,0.0
03,09,2020,New Zealand,1764.0,0.0,5.0
03,09,2020,Papua New Guinea,471.0,0.0,0.0
03,09,2021,Australia,59949.0,20641758.0,1741.0
03,09,2021,Fiji,47509.0,0.0,253.0
03,09,2021,French Polynesia,0.0,0.0,0.0
03,09,2021,Kiribati,2.0,0.0,0.0
03,09,2021,Marshall Islands,4.0,0.0,0.0
03,09,2021,Micronesia (country),1.0,0.0,0.0
03,09,2021,New Caledonia,0.0,0.0,0.0
03,09,2021,New Zealand,3749.0,3782063.0,19.0
03,09,2021,Palau,2.0,0.0,0.0
03,09,2021,Papua New Guinea,17926.0,0.0,0.0
03,09,2021,Pitcairn,0.0,0.0,0.0
03,09,2021,Samoa,3.0,0.0,0.0
03,09,2021,Solomon Islands,20.0,0.0,0.0
03,09,2021,Tonga,0.0,0.0,0.0
03,09,2021,Tuvalu,0.0,0.0,0.0
03,09,2021,Vanuatu,4.0,0.0,0.0
